user_id,name,screenname,location,accreated,followers,friend,verified
130398573,iluvtari,iluvtari,,2010-04-07 05:12:44,937,785,0
1335512298,republikcoklat,republikcoklat,Indonesia,2013-04-08 02:02:17,261,1361,0
1718199342,kaw,sakawsu,,2013-09-01 07:50:35,757,644,0
136899361,Bunda Ruru n Ale,laliekd,,2010-04-25 06:23:44,167,1013,0
436349870,Alif,alip_val,"Madrid, Spain",2011-12-14 02:45:31,493,894,0
1053953342,Keri •PruBSN Takaful•,_KhairiHassan,,2013-01-02 01:57:01,461,1031,0
1322754988393725953,AL,tupperwaregua,"Jawa Tengah, Indonesia",2020-11-01 04:19:57,3,30,0
273915100,NOR'ADN,NAR_79,,2011-03-29 11:21:14,130,190,0
965151073122992128,Rics,kyrick2,jakarta,2018-02-18 09:08:42,325,966,0
1518767318,Parno,LoveM3ld,0812-8590-5380,2013-06-15 08:01:13,2085,2409,0
1066096229887631360,indri's jeon🐰,xxxindryz,🐨🐹🐱🐿🐥🐰💜,2018-11-23 22:28:43,190,230,0
1072289380809621504,🇲🇨Michael_Advocated🇲🇨,mradvocated,Depok,2018-12-11 00:38:05,224,593,0
164169919,Farah Ghazali,angelghazali,"Roanoke, VA",2010-07-08 05:57:23,132,71,0
1321666701272834048,Syazwan Prudential,SyazwanPrudent1,"Kuala Lumpur City, Kuala Lumpur Federal Territory",2020-10-29 04:14:40,0,7,0
896812916514496512,Gusdy/Bui Kim,Gusdy_Kim,"DKI Jakarta, Indonesia",2017-08-13 19:17:16,17,134,0
444161566,Haziq Hamzi,haziq_hamzi,Snapchat: haziq_hamzi ,2011-12-22 23:49:08,195,599,0
55090594,Nurul Siswanti,uulnya,"Bekasi, Jawa Barat",2009-07-09 00:59:06,294,422,0
1073554955531939840,chill,suixcidall,Space,2018-12-14 12:27:01,1521,1692,0
441746765,ahmadkhuzaifi,MRkhuzai,"Constantinople , Turkey ",2011-12-20 11:25:15,433,317,0
3166208880,Muhammad Faisal Bin Roslan,pesaroslan,,2015-04-21 05:05:37,251,416,0
1139715913177939971,Novel_is,Novelis11,,2019-06-15 02:07:03,404,291,0
52109961,Mbak Turis,turiscantik,Jakarta- Indonesia ,2009-06-29 16:43:55,907,509,0
