user_id,name,screenname,location,accreated,followers,friend,verified
1335512298,republikcoklat,republikcoklat,Indonesia,2013-04-08 02:02:17,261,1361,0
3313443426,ھ,hnihfz,Malaysia,2015-08-12 15:40:28,38,34,0
902557788223660032,Tsundere 💛,nranntsa,Malaysia,2017-08-29 15:45:20,284,408,0
266385590,Chiyo,HannisZulkefle,YL,2011-03-15 04:15:56,278,431,0
537034369,Aidil PruBSN Takaful,AidilSam_,Putrajaya Federal Territory,2012-03-26 08:15:23,970,513,0
1268583438375763968,Kathleen.,sincereIykath,,2020-06-04 16:40:49,34,43,0
1069433519175135232,Hello,itsharmonies,,2018-12-03 03:29:54,233,373,0
1072306761799847937,CASSANDRA.,redamancly,"️️️️ ️️️️️️ ️

BUMI PERTIWI TANPA PAGEBLUK.

️️️️ ️️️️️️
MAKARA JINGGA, MMXVIII.
━━━━━━━━━━━━━━━━━
      𝒈𝒖𝒃𝒂𝒉𝒂𝒏, #弗洛. on ts.

️️️️ ️️️️️️ ️",2018-12-11 01:47:09,173,69,0
326464600,Pungkas Nurrohman,Pungkas3, Papua Barat Indonesia,2011-06-29 23:34:25,389,967,0
3253475570,🐣,MieraEmilia,,2015-06-23 09:02:09,144,150,0
970302718584668160,folklore ⚪⚫,mispresidencyUL,"Kuching, Sarawak",2018-03-04 14:19:30,27,181,0
1135775277542285312,ف,farrarorrocher1,,2019-06-04 05:08:22,22,29,0
93390744,Angelo Ariel 🇮🇩,anggiyudistira_,"West Java, Indonesia ",2009-11-29 12:33:07,1073,569,0
1203672517145022467,محمد نور حشام,themdsyam_,,2019-12-08 13:47:56,45,366,0
785905117069389825,타라◡̈,haemjji_x,,2016-10-11 18:09:16,133,303,0
133118299,md kalijahwati,kalijahwati,kl,2010-04-15 02:10:31,242,222,0
287039278,Nani Lemon,ze_mhis,,2011-04-24 05:58:45,1303,643,0
78274930,Scha.Takaful 🇲🇾,schanazri_,Malaysia,2009-09-29 10:48:37,1645,875,0
1178151078883258369,Prince of Covo,BurrAddict,Covo Rock City,2019-09-29 03:35:01,24,36,0
20994932,Secret agent!,erinkarina,laying on the beach (i wish!),2009-02-16 15:41:50,436,377,0
760956672,s y i e d a,cdasopie,"kuching,sarawak",2012-08-16 06:19:37,487,382,0
340149365,Faez Nazreen,FaezNazreen,Terengganu - Cyberjaya,2011-07-22 06:34:39,1714,838,0
59407228,rini susanti,rini1190,"Jakarta, Indonesia",2009-07-23 09:09:35,173,274,0
598243189,Aiyana,aiyanaromzi,Malaysia,2012-06-03 10:56:43,759,289,0
