user_id,name,screenname,location,accreated,followers,friend,verified
889324106830667776,PI EL EY WAY BI OWAY BI OWAY,itillucudanimut,di hatimu,2017-07-24 03:19:24,452,1030,0
1097807514454749184,Hatim | Takaful Agent,AgentHatim,Klang Valley,2019-02-19 10:38:02,338,4566,0
1335512298,republikcoklat,republikcoklat,Indonesia,2013-04-08 02:02:17,261,1361,0
1304972257706405895,Athy,filotiimo,"

❝How can you say goodbye?❞

Fluxweed, Hufflepuff Basement.


",2020-09-13 02:36:56,368,423,0
778448393706188801,your gf(╹◡╹)v,idoolsungchan,,2016-09-21 04:18:54,673,161,0
1518767318,Parno,LoveM3ld,0812-8590-5380,2013-06-15 08:01:13,2085,2409,0
1072306761799847937,CASSANDRA.,redamancly,"️️️️ ️️️️️️ ️

BUMI PERTIWI TANPA PAGEBLUK.

️️️️ ️️️️️️
MAKARA JINGGA, MMXVIII.
━━━━━━━━━━━━━━━━━
      𝒈𝒖𝒃𝒂𝒉𝒂𝒏, #弗洛. on ts.

️️️️ ️️️️️️ ️",2018-12-11 01:47:09,173,69,0
1099554702981648384,Rina Mayangsari,RinaMay05957576,,2019-02-24 06:20:44,43,145,0
1125180381131501568,kya!,LOSTIN514,weneebebe only,2019-05-05 23:28:02,384,358,0
1216911260475768832,Ssabss,bananaskiddo,,2020-01-14 02:33:58,567,670,0
351190206,EPULL Mawrose🌹,epullAzri,"Muar, Johor",2011-08-08 22:32:56,3674,1114,0
1867163000,L,cattodust,,2013-09-15 10:12:00,145,121,0
1055781128,Amirul Ariff. Prudential Bsn Takaful,mierularep,,2013-01-02 18:30:19,372,268,0
118646322,Bisnis.com,Bisniscom,"Jakarta, Indonesia",2010-03-01 09:56:53,1045933,36,1
598243189,Aiyana,aiyanaromzi,Malaysia,2012-06-03 10:56:43,759,289,0
770131506182356992,Eddie,eddiejayss,"Kuala Lumpur, Wilayah Persekut",2016-08-29 05:30:34,20,22,0
840169035983601664,"A, Keiko.",aocifloe,written by Reyz.,2017-03-10 11:54:42,294,217,0
66495841,Fadli Hafizulhaq,half_fadli,"West Sumatera, Indonesia",2009-08-17 21:41:58,928,642,0
3253475570,🐣,MieraEmilia,,2015-06-23 09:02:09,144,150,0
2958157020,qi,naqiuddinkhir,,2015-01-04 08:24:33,263,156,0
1104654064590061569,ust wan roslan,wanrosl46792133,,2019-03-10 08:03:47,245,54,0
4711953696,nauya sayang bratadikara,nauradinka,,2016-01-05 05:14:02,330,245,0
1204181421289426944,Al around You,Aldy_Sag,Indonesia,2019-12-09 23:30:08,273,291,0
785872243872063488,Rino Wahyudi,Go_rino2016,"Tanjung Priok, Indonesia",2016-10-11 15:58:38,35,117,0
703793947965980672,Syukri Sazali 🇲🇾,Syukri_Sazali,Johor,2016-02-28 04:08:47,721,2748,0
1968489194,Heartthrob,srisumartie,,2013-10-18 08:54:58,339,1723,0
720555624,P a U,luqman_pau,,2012-07-27 17:36:50,625,502,0
151417192,Febrian Rizqi Narabel,narabelabdat,,2010-06-03 10:50:13,762,622,0
447060718,n,kaniakallisia,min yoongi’s ,2011-12-26 13:12:26,519,244,0
345363174,Khairul Nazmie PruBSN,imkhairulnazmie,Shah Alam,2011-07-30 13:32:37,299,594,0
798663865344983040,MierTakaful ♡,mierrrrr_,Kuala Lumpur Federal Territory,2016-11-15 23:07:58,162,259,0
94938454,Loi Sin Dau,SinDau_22,"Surabaya, East Java",2009-12-06 05:02:36,104,129,0
1053953342,Keri •PruBSN Takaful•,_KhairiHassan,,2013-01-02 01:57:01,461,1031,0
15074781,Uwuable,lindaleenk,Semarang-Jogja-Jakarta|,2008-06-10 16:36:32,3432,904,0
393954498,sultan sulaiman,iinsulsulaiman,Gorontalo,2011-10-19 10:41:27,181,589,0
1112952738176876549,Rosdiana,DianaRos25,"Kota Medan, Sumatera Utara",2019-04-02 05:39:45,294,111,0
